28,34,-0.003060679229999941,3.826373949899955
29,30,-0.002981114769997394,3.769023164598033
30,26,-0.003016333879999136,3.799597130399347
34,18,-0.003130306569997061,3.887083835097781
36,13,-0.003218020149998995,3.956111230999241
37,9,-0.003200481819998483,3.947606837598854
39,5,-0.003252418119997642,3.985438171098219
40,1,-0.003133062929995473,3.900023004396582
32,35,-0.002678319619999472,3.511711443099601
34,30,-0.002726573839998143,3.550874813198598
36,26,-0.002722640300000589,3.548236088000445
37,22,-0.002936530909996815,3.715594732797595
38,18,-0.002920388049998827,3.707007844999115
40,14,-0.00295118692999777,3.730264127398316
42,10,-0.002956900669998498,3.736846393598866
43,6,-0.00291339060999888,3.708434416799155
45,1,-0.003130271369998399,3.875881102598791
37,35,-0.002466609430000235,3.328641824900178
38,31,-0.00273682405999673,3.538182530297532
40,27,-0.002898957179999833,3.660542929399875
41,23,-0.002750370389997702,3.553127635698265
43,19,-0.002805691379997899,3.595512752398413
45,14,-0.002890163269999241,3.660918229599427
46,10,-0.002889086119998498,3.665041761598866
48,6,-0.00301501729999849,3.76335900249886
50,2,-0.003133003739998871,3.850854364699147
41,36,-0.002541552069998828,3.361419827599115
44,32,-0.002584572479997411,3.389691513898045
44,28,-0.002722462799997285,3.50541784299795
46,23,-0.002749913749998936,3.528130873999197
48,19,-0.002707410439999134,3.497505186699347
49,15,-0.002784672399998054,3.561176124498531
51,11,-0.00278880751999596,3.56451257109695
53,6,-0.00285172403999879,3.616970215699087
54,2,-0.002947545449996154,3.693876715497097
46,36,-0.002606914259998288,3.387674753298707
48,32,-0.002279321310000379,3.140089737300286
49,28,-0.002552879449998513,3.353048447998877
50,24,-0.002661561889997176,3.439019324697868
52,20,-0.002783099529997298,3.53330431089796
54,15,-0.002754229349997902,3.515849550998415
56,11,-0.002855794959998949,3.591996611299206
57,7,-0.002825730389997444,3.57578228019807
59,3,-0.002980304999996088,3.693788289997046
50,37,-0.002255148689998372,3.099371257698771
52,33,-0.002277292729999406,3.118466581399552
54,28,-0.002460606589998733,3.259698078199043
56,24,-0.002395054239996634,3.212238002197459
57,20,-0.002579593429997854,3.35740049139838
59,16,-0.002647736659998162,3.410377817798613
60,12,-0.002586163729996338,3.368311378897235
62,7,-0.002622778069999729,3.400832956599795
64,3,-0.002638481169995871,3.413737041096882
55,37,-0.002361967759998926,3.157096090299189
57,33,-0.002188418610000124,3.027290021300094
58,29,-0.002146312689997913,3.002444062698424
60,25,-0.002232518029998636,3.06842743089897
62,20,-0.002446313319997132,3.234227858597834
64,16,-0.002317466680000007,3.138441088900006
65,12,-0.002488140219998193,3.274417971598636
67,8,-0.00253486243999853,3.30978233069889
68,4,-0.002632575859998095,3.387547047798562
60,38,-0.002095046329998413,2.931218687898802
61,34,-0.002179314899996723,3.000161837497525
63,29,-0.002181532779997124,3.005176156897829
65,25,-0.00218805420999897,3.013463370799222
66,21,-0.002392900139997376,3.175175204698018
68,17,-0.002247323879998619,3.066548822398957
70,12,-0.002461949729999262,3.230426337399443
72,8,-0.002612322459997732,3.345548206798287
73,4,-0.002511041399997138,3.278241879497839
75,0,-0.002391480519999703,3.186937144599776
68,30,-0.002192420549996634,2.991526771497458
69,26,-0.002207157769999252,3.008484647099436
71,22,-0.002154286209998772,2.969395114799073
73,17,-0.002235982689997715,3.034363988698275
74,13,-0.00227734309000017,3.073158647700128
76,9,-0.002363237639998556,3.139449280198909
78,4,-0.002444664569999163,3.208176035099368
79,1,-0.002389531139999114,3.167010240199331
76,22,-0.002093142469998126,2.903209193098585
77,18,-0.002044545979999266,2.871424301399446
79,14,-0.002047954109999849,2.875531616299886
81,9,-0.002348682549998403,3.107189406498794
82,5,-0.002227219369998272,3.022759839098695
84,1,-0.002217643189998862,3.016567079199141
84,14,-0.002185604549999187,2.961379344999386
85,10,-0.001989281709998085,2.819776502298554
87,6,-0.002206883469998189,2.983143011598632
88,2,-0.002079656819999497,2.89467398759962
92,6,-0.002153333379998309,2.925494514898723
93,2,-0.002160746289998458,2.937125650198836
