28,34,1.563033255,1.529659463,1.497982058,1.471569749
29,30,1.565032048,1.530603684,1.502441306,1.475049015
30,26,1.568994841,1.536688856,1.504044765,1.479331742
34,18,1.572640437,1.537443895,1.505920476,1.478804691
36,13,1.57755013,1.539401943,1.508482838,1.48058916
37,9,1.580335544,1.545946751,1.514582338,1.484107621
39,5,1.580908125,1.542510051,1.514051372,1.481980414
40,1,1.581998553,1.550622798,1.516774845,1.488845773
32,35,1.529157741,1.504642356,1.474638826,1.449881597
34,30,1.533957781,1.506162373,1.475999987,1.453126115
36,26,1.533155077,1.506792767,1.478937219,1.451685583
37,22,1.543508733,1.513564877,1.480253967,1.456728006
38,18,1.545460858,1.516604267,1.489117498,1.457276846
40,14,1.545412669,1.518205657,1.487617997,1.457235658
42,10,1.549558328,1.520041734,1.485404908,1.462540581
43,6,1.553296915,1.522751847,1.493222129,1.466027134
45,1,1.560399032,1.527758258,1.494957266,1.466990317
37,35,1.503975364,1.479732681,1.450049249,1.431649527
38,31,1.514624527,1.484846798,1.454556216,1.433493919
40,27,1.516517133,1.485873481,1.454631049,1.430299371
41,23,1.518854739,1.49067374,1.45919477,1.437668716
43,19,1.521237709,1.489439023,1.460987959,1.437198351
45,14,1.522139643,1.494719649,1.461719701,1.43680085
46,10,1.527636084,1.499230577,1.465775346,1.442484957
48,6,1.533146878,1.502970619,1.467494639,1.444471628
50,2,1.534490487,1.499648893,1.466500186,1.441106598
41,36,1.482404466,1.453551604,1.428049086,1.406186903
44,32,1.477893791,1.451142209,1.423298582,1.401022584
44,28,1.492888178,1.461926415,1.43335635,1.411662773
46,23,1.494734,1.465050143,1.434869358,1.41313047
48,19,1.494579776,1.465445676,1.441201669,1.412414097
49,15,1.502402913,1.470654922,1.443205812,1.418730203
51,11,1.502029972,1.472357117,1.442413587,1.419050898
53,6,1.507117515,1.477186211,1.450372628,1.420997908
54,2,1.513522634,1.483110035,1.451468705,1.425818229
46,36,1.459847948,1.433873941,1.399780909,1.38431515
48,32,1.453664402,1.432264825,1.403656099,1.387223267
49,28,1.465357864,1.43801659,1.40928398,1.389839419
50,24,1.469684655,1.443621944,1.414020828,1.390832964
52,20,1.475185407,1.444726157,1.416531436,1.391813663
54,15,1.47846448,1.450458513,1.419839352,1.396863222
56,11,1.482370826,1.446397528,1.418110713,1.396606599
57,7,1.486975195,1.454742858,1.425010233,1.402695057
59,3,1.490180857,1.456547816,1.427325137,1.40057825
50,37,1.431227071,1.407748574,1.383983054,1.363977288
52,33,1.43431647,1.410078459,1.38542173,1.366625622
54,28,1.440798031,1.413225204,1.385826445,1.367910731
56,24,1.438840858,1.41880229,1.389457864,1.368787192
57,20,1.449754348,1.421794799,1.39497174,1.37270892
59,16,1.452206578,1.424360112,1.395066712,1.373713156
60,12,1.455376299,1.429366126,1.398993614,1.379295012
62,7,1.460380861,1.433612233,1.406584937,1.381964024
64,3,1.462519821,1.434292535,1.405882072,1.384040603
55,37,1.409821874,1.384432914,1.362629527,1.338357411
57,33,1.410563664,1.381848412,1.364236939,1.343486868
58,29,1.4159814,1.390566322,1.370106681,1.351257524
60,25,1.417086103,1.395016554,1.367592394,1.351810222
62,20,1.425885859,1.398802837,1.370620227,1.353736285
64,16,1.42560724,1.398251721,1.375070645,1.356085376
65,12,1.434805997,1.406918674,1.381384305,1.360379446
67,8,1.434610516,1.407864497,1.382949711,1.35842003
68,4,1.441045816,1.412019897,1.384165192,1.362578189
60,38,1.381005952,1.360441615,1.337603483,1.318783785
61,34,1.388921435,1.364960005,1.340955958,1.324278954
63,29,1.392823584,1.365993239,1.347332857,1.326325952
65,25,1.394994385,1.370426418,1.352461373,1.328047593
66,21,1.404388757,1.380656143,1.356380044,1.332717452
68,17,1.405587286,1.378939953,1.356640188,1.338109745
70,12,1.411705699,1.380847853,1.356210431,1.337853182
72,8,1.413479237,1.384623095,1.360400719,1.334475947
73,4,1.42155656,1.393193392,1.368929341,1.345943197
75,0,1.420394529,1.390554238,1.365498075,1.349030566
68,30,1.369395818,1.347252456,1.324424199,1.303924552
69,26,1.376876285,1.352046773,1.328118672,1.311280393
71,22,1.376245971,1.353878423,1.328673709,1.312838002
73,17,1.380369036,1.357136042,1.333602289,1.313680864
74,13,1.387841718,1.36535255,1.342224589,1.319639602
76,9,1.393305762,1.365038105,1.339397558,1.323078023
78,4,1.399946363,1.37548558,1.346148688,1.328236508
79,1,1.398300141,1.376704042,1.348653427,1.327999308
76,22,1.3557542,1.332159605,1.310395083,1.293237625
77,18,1.359728875,1.337521524,1.314750145,1.299167802
79,14,1.359434189,1.339577141,1.320898436,1.297395287
81,9,1.369525671,1.346118293,1.320225016,1.299867345
82,5,1.375058051,1.352109215,1.329223674,1.308445919
84,1,1.376802874,1.351047998,1.331856366,1.309278645
84,14,1.34624695,1.318759302,1.300508232,1.279477155
85,10,1.350404061,1.325983214,1.303498342,1.291589628
87,6,1.354074765,1.323467767,1.302860295,1.28738114
88,2,1.356420417,1.334534186,1.312851749,1.294326002
92,6,1.333430824,1.308998576,1.287743923,1.268737929
93,2,1.338493615,1.317632406,1.291864865,1.275057919
